graph,label,target_prompt,target_position,source_position
"[['seeing new', 'is used for', '<extra_id_0>']]",tourists,summarize: seeing new is used for <extra_id_0>,7,3
"[['leave', 'is an antonym of', '<extra_id_0>']]",back,summarize: leave is an antonym of <extra_id_0>,9,6
"[['get warm', 'has prerequisite', '<extra_id_0>']]",snuggle,summarize: get warm has prerequisite <extra_id_0>,6,2
"[['rise', 'is an antonym of', '<extra_id_0>']]",down,summarize: rise is an antonym of <extra_id_0>,9,6
"[['game', 'is an antonym of', '<extra_id_0>']]",cautious,summarize: game is an antonym of <extra_id_0>,9,6
"[['museum pieces', 'is a form of', '<extra_id_0>']]",museum piece,summarize: museum pieces is a form of <extra_id_0>,9,5
"[['berries', 'is in', '<extra_id_0>']]",roof,summarize: berries is in <extra_id_0>,6,2
"[['tympanic', 'has context', '<extra_id_0>']]",anatomy,summarize: tympanic has context <extra_id_0>,10,2
"[['lemnos', 'is a part of', '<extra_id_0>']]",north aegean,summarize: lemnos is a part of <extra_id_0>,10,5
"[['stopping car', 'causes', '<extra_id_0>']]",crashes,summarize: stopping car causes <extra_id_0>,5,1
"[['we', 'is capable of', '<extra_id_0>']]",plan vacation,summarize: we is capable of <extra_id_0>,6,3
"[['fortify', 'is a manner of', '<extra_id_0>']]",enclose,summarize: fortify is a manner of <extra_id_0>,10,5
"[['get fit', 'has subevent', '<extra_id_0>']]",weight loss,summarize: get fit has subevent <extra_id_0>,8,4
"[['entire', 'is an antonym of', '<extra_id_0>']]",nothing,summarize: entire is an antonym of <extra_id_0>,9,6
"[['encounter', 'is a synonym of', '<extra_id_0>']]",brush,summarize: encounter is a synonym of <extra_id_0>,8,5
"[['fresh', 'is distinct from', '<extra_id_0>']]",moldy,summarize: fresh is distinct from <extra_id_0>,6,3
"[['having party', 'has prerequisite', '<extra_id_0>']]",people,summarize: having party has prerequisite <extra_id_0>,6,2
"[['wheel', 'is', '<extra_id_0>']]",circular,summarize: wheel is <extra_id_0>,4,1
"[['keep', 'is a manner of', '<extra_id_0>']]",confine,summarize: keep is a manner of <extra_id_0>,8,5
"[['eat in fast food restaurant', 'has prerequisite', '<extra_id_0>']]",buy food,summarize: eat in fast food restaurant has prerequisite <extra_id_0>,10,2
"[['procreating', 'causes', '<extra_id_0>']]",procreations,summarize: procreating causes <extra_id_0>,6,1
"[['snowflake', 'is', '<extra_id_0>']]",very light,summarize: snowflake is <extra_id_0>,6,1
"[['use computer', 'has subevent', '<extra_id_0>']]",addiction,summarize: use computer has subevent <extra_id_0>,8,4
"[['dystopia', 'is a', '<extra_id_0>']]",video game,summarize: dystopia is a <extra_id_0>,8,3
"[['sew', 'is motivated by', '<extra_id_0>']]",costume,summarize: sew is motivated by <extra_id_0>,7,3
"[['people', 'is capable of', '<extra_id_0>']]",speak,summarize: people is capable of <extra_id_0>,6,3
"[['bishop', 'is a', '<extra_id_0>']]",weapon,summarize: bishop is a <extra_id_0>,6,3
"[['sneezing', 'is', '<extra_id_0>']]",involuntary,summarize: sneezing is <extra_id_0>,9,1
"[['grid', 'is used for', '<extra_id_0>']]",plot,summarize: grid is used for <extra_id_0>,6,3
"[['thanking', 'causes', '<extra_id_0>']]",goodwill,summarize: thanking causes <extra_id_0>,5,1
"[['floor', 'is', '<extra_id_0>']]",dirty,summarize: floor is <extra_id_0>,4,1
"[['beanbag chair', 'is used for', '<extra_id_0>']]",resting,summarize: beanbag chair is used for <extra_id_0>,8,3
"[['running', 'has subevent', '<extra_id_0>']]",dehydration,summarize: running has subevent <extra_id_0>,7,4
"[['performing', 'causes', '<extra_id_0>']]",accolades,summarize: performing causes <extra_id_0>,4,1
"[['dilapidation', 'has context', '<extra_id_0>']]",legal,summarize: dilapidation has context <extra_id_0>,8,2
"[['fire station', 'is a part of', '<extra_id_0>']]",infrastructure,summarize: fire station is a part of <extra_id_0>,9,5
"[['principality of asturias', 'is a part of', '<extra_id_0>']]",spain,summarize: principality of asturias is a part of <extra_id_0>,14,5
"[['clean clothes', 'has subevent', '<extra_id_0>']]",wash clothes,summarize: clean clothes has subevent <extra_id_0>,8,4
"[['sitting on chair', 'causes', '<extra_id_0>']]",comfort,summarize: sitting on chair causes <extra_id_0>,6,1
"[['carpets', 'is', '<extra_id_0>']]",shag,summarize: carpets is <extra_id_0>,5,1
"[['antiwar', 'is a form of', '<extra_id_0>']]",anti war,summarize: antiwar is a form of <extra_id_0>,9,5
"[['visit museum', 'is motivated by', '<extra_id_0>']]",education,summarize: visit museum is motivated by <extra_id_0>,7,3
"[['buying beer', 'causes', '<extra_id_0>']]",pleasure,summarize: buying beer causes <extra_id_0>,5,1
"[['room light', 'is a part of', '<extra_id_0>']]",room,summarize: room light is a part of <extra_id_0>,9,5
"[['gun enclosure', 'is a part of', '<extra_id_0>']]",tank,summarize: gun enclosure is a part of <extra_id_0>,9,5
"[['nato', 'is a', '<extra_id_0>']]",organisation,summarize: nato is a <extra_id_0>,9,3
"[['discount store', 'is a synonym of', '<extra_id_0>']]",discount house,summarize: discount store is a synonym of <extra_id_0>,9,5
"[['roll', 'is a manner of', '<extra_id_0>']]",sound,summarize: roll is a manner of <extra_id_0>,8,5
"[['leap', 'has context', '<extra_id_0>']]",calendar,summarize: leap has context <extra_id_0>,5,2
"[['feather', 'is in', '<extra_id_0>']]",cage,summarize: feather is in <extra_id_0>,5,2
"[['snow', 'is in', '<extra_id_0>']]",ground,summarize: snow is in <extra_id_0>,5,2
"[['campaign', 'is a manner of', '<extra_id_0>']]",race,summarize: campaign is a manner of <extra_id_0>,8,5
"[['judging', 'has prerequisite', '<extra_id_0>']]",power,summarize: judging has prerequisite <extra_id_0>,6,2
"[['railing', 'is used for', '<extra_id_0>']]",slide down,summarize: railing is used for <extra_id_0>,7,3
"[['buy', 'is motivated by', '<extra_id_0>']]",needed,summarize: buy is motivated by <extra_id_0>,6,3
"[['explosive', 'is', '<extra_id_0>']]",dangerous,summarize: explosive is <extra_id_0>,4,1
"[[""they've"", 'is distinct from', '<extra_id_0>']]",she's,summarize: they've is distinct from <extra_id_0>,8,3
"[['bake cake', 'has subevent', '<extra_id_0>']]",following recipe,summarize: bake cake has subevent <extra_id_0>,8,4
"[['deep', 'is an antonym of', '<extra_id_0>']]",light,summarize: deep is an antonym of <extra_id_0>,9,6
"[['wet floor', 'is', '<extra_id_0>']]",slippery,summarize: wet floor is <extra_id_0>,6,1
"[['doge', 'is', '<extra_id_0>']]",obedient,summarize: doge is <extra_id_0>,5,1
"[['respect', 'is an antonym of', '<extra_id_0>']]",dishonor,summarize: respect is an antonym of <extra_id_0>,9,6
"[['most people', 'is', '<extra_id_0>']]",unhappy,summarize: most people is <extra_id_0>,5,1
"[['hearing music', 'causes', '<extra_id_0>']]",varied,summarize: hearing music causes <extra_id_0>,5,1
"[['eat vegetables', 'has prerequisite', '<extra_id_0>']]",prepare,summarize: eat vegetables has prerequisite <extra_id_0>,7,2
"[['thermostat', 'is a manner of', '<extra_id_0>']]",control,summarize: thermostat is a manner of <extra_id_0>,8,5
"[['unbraid', 'is distinct from', '<extra_id_0>']]",entangle,summarize: unbraid is distinct from <extra_id_0>,9,3
"[['tristan', 'is a', '<extra_id_0>']]",person,summarize: tristan is a <extra_id_0>,7,3
"[['valgus', 'is a', '<extra_id_0>']]",deformity,summarize: valgus is a <extra_id_0>,9,3
"[['playing violin', 'has subevent', '<extra_id_0>']]",recite,summarize: playing violin has subevent <extra_id_0>,8,4
"[['number one', 'is', '<extra_id_0>']]",second to none,summarize: number one is <extra_id_0>,5,1
"[['breakdown', 'is a synonym of', '<extra_id_0>']]",degradation,summarize: breakdown is a synonym of <extra_id_0>,8,5
"[['drinking', 'is used for', '<extra_id_0>']]",intoxication,summarize: drinking is used for <extra_id_0>,6,3
"[['seen', 'is a form of', '<extra_id_0>']]",see,summarize: seen is a form of <extra_id_0>,8,5
"[['ethnic', 'is a synonym of', '<extra_id_0>']]",heathenish,summarize: ethnic is a synonym of <extra_id_0>,8,5
"[['examine', 'is a synonym of', '<extra_id_0>']]",probe,summarize: examine is a synonym of <extra_id_0>,8,5
"[['standing up', 'is used for', '<extra_id_0>']]",waiting in line,summarize: standing up is used for <extra_id_0>,7,3
"[['want', 'is distinct from', '<extra_id_0>']]",execrate,summarize: want is distinct from <extra_id_0>,6,3
"[['internalization', 'is a', '<extra_id_0>']]",learning,summarize: internalization is a <extra_id_0>,7,3
"[['dining table', 'is used for', '<extra_id_0>']]",playing games,summarize: dining table is used for <extra_id_0>,7,3
"[['have physical exam', 'is motivated by', '<extra_id_0>']]",stay healthy,summarize: have physical exam is motivated by <extra_id_0>,8,3
"[['hunger', 'causes desire', '<extra_id_0>']]",make bread,summarize: hunger causes desire <extra_id_0>,5,2
"[['buying house', 'causes', '<extra_id_0>']]",going broke,summarize: buying house causes <extra_id_0>,5,1
"[['stain', 'is in', '<extra_id_0>']]",carpet,summarize: stain is in <extra_id_0>,6,2
"[['wikipedia', 'causes desire', '<extra_id_0>']]",go on internet,summarize: wikipedia causes desire <extra_id_0>,6,2
"[['writing instrument', 'is used for', '<extra_id_0>']]",scribbling,summarize: writing instrument is used for <extra_id_0>,7,3
"[['cqms', 'has context', '<extra_id_0>']]",medical,summarize: cqms has context <extra_id_0>,9,2
"[['renter', 'is a synonym of', '<extra_id_0>']]",lessee,summarize: renter is a synonym of <extra_id_0>,9,5
"[['amiability', 'is distinct from', '<extra_id_0>']]",disagreeableness,summarize: amiability is distinct from <extra_id_0>,8,3
"[['blonde', 'has context', '<extra_id_0>']]",offensive,summarize: blonde has context <extra_id_0>,5,2
"[['polarize', 'is a manner of', '<extra_id_0>']]",change,summarize: polarize is a manner of <extra_id_0>,10,5
"[['couch', 'is', '<extra_id_0>']]",black,summarize: couch is <extra_id_0>,4,1
"[['get', 'is a manner of', '<extra_id_0>']]",communicate,summarize: get is a manner of <extra_id_0>,8,5
"[['visit other countries', 'is motivated by', '<extra_id_0>']]",proselytize,summarize: visit other countries is motivated by <extra_id_0>,8,3
"[['scarify', 'is a manner of', '<extra_id_0>']]",score,summarize: scarify is a manner of <extra_id_0>,9,5
"[['having heart attack', 'causes', '<extra_id_0>']]",loss of life,summarize: having heart attack causes <extra_id_0>,6,1
"[['beautiful painting', 'causes desire', '<extra_id_0>']]",visit art gallery,summarize: beautiful painting causes desire <extra_id_0>,6,2
"[['turn', 'has context', '<extra_id_0>']]",obstetrics,summarize: turn has context <extra_id_0>,5,2
"[['resuscitate', 'is a manner of', '<extra_id_0>']]",bring to,summarize: resuscitate is a manner of <extra_id_0>,13,5
"[['shy', 'is a manner of', '<extra_id_0>']]",startle,summarize: shy is a manner of <extra_id_0>,8,5
"[['dandify', 'is a manner of', '<extra_id_0>']]",dress,summarize: dandify is a manner of <extra_id_0>,11,5
"[['material science', 'is a form of', '<extra_id_0>']]",materials science,summarize: material science is a form of <extra_id_0>,9,5
"[['urge', 'is a synonym of', '<extra_id_0>']]",cheer,summarize: urge is a synonym of <extra_id_0>,8,5
"[['pool', 'is used for', '<extra_id_0>']]",jump up and down,summarize: pool is used for <extra_id_0>,6,3
"[['sex', 'causes desire', '<extra_id_0>']]",eat breakfast,summarize: sex causes desire <extra_id_0>,7,2
"[['improve yourself', 'is motivated by', '<extra_id_0>']]",compete,summarize: improve yourself is motivated by <extra_id_0>,7,3
"[['giving clue', 'has subevent', '<extra_id_0>']]",explain,summarize: giving clue has subevent <extra_id_0>,8,4
"[['people', 'is capable of', '<extra_id_0>']]",find amusing,summarize: people is capable of <extra_id_0>,6,3
"[['facticity', 'has context', '<extra_id_0>']]",philosophy,summarize: facticity has context <extra_id_0>,7,2
"[['swear', 'is a synonym of', '<extra_id_0>']]",miserly,summarize: swear is a synonym of <extra_id_0>,8,5
"[['running', 'causes desire', '<extra_id_0>']]",tie shoelace,summarize: running causes desire <extra_id_0>,5,2
"[['guy', 'is in', '<extra_id_0>']]",space shuttle,summarize: guy is in <extra_id_0>,5,2
"[['spit', 'is motivated by', '<extra_id_0>']]",mad,summarize: spit is motivated by <extra_id_0>,8,3
"[['god', 'is', '<extra_id_0>']]",omnibenevolent,summarize: god is <extra_id_0>,4,1
"[['her', 'is distinct from', '<extra_id_0>']]",them,summarize: her is distinct from <extra_id_0>,6,3
"[['frijole', 'is a form of', '<extra_id_0>']]",frijol,summarize: frijole is a form of <extra_id_0>,10,5
"[['want', 'is distinct from', '<extra_id_0>']]",stockpile,summarize: want is distinct from <extra_id_0>,6,3
"[['skateboard', 'is motivated by', '<extra_id_0>']]",fun,summarize: skateboard is motivated by <extra_id_0>,7,3
"[['teaching other people', 'has prerequisite', '<extra_id_0>']]",understanding,summarize: teaching other people has prerequisite <extra_id_0>,7,2
"[['seeing exhibits', 'causes', '<extra_id_0>']]",wonder,summarize: seeing exhibits causes <extra_id_0>,6,1
"[['killing', 'is', '<extra_id_0>']]",bad,summarize: killing is <extra_id_0>,4,1
"[['people', 'is in', '<extra_id_0>']]",montana,summarize: people is in <extra_id_0>,5,2
"[['stapler', 'is in', '<extra_id_0>']]",desktop,summarize: stapler is in <extra_id_0>,6,2
"[['romanza', 'is a', '<extra_id_0>']]",album,summarize: romanza is a <extra_id_0>,7,3
"[['improve image', 'is motivated by', '<extra_id_0>']]",new job,summarize: improve image is motivated by <extra_id_0>,7,3
"[['feeling good', 'causes desire', '<extra_id_0>']]",play sports,summarize: feeling good causes desire <extra_id_0>,6,2
"[['pleasing parents', 'has subevent', '<extra_id_0>']]",study,summarize: pleasing parents has subevent <extra_id_0>,8,4
"[['garden', 'is an antonym of', '<extra_id_0>']]",parking lot,summarize: garden is an antonym of <extra_id_0>,9,6
"[['ride bicycle', 'has prerequisite', '<extra_id_0>']]",get on,summarize: ride bicycle has prerequisite <extra_id_0>,6,2
"[['talks', 'causes desire', '<extra_id_0>']]",comfort friend,summarize: talks causes desire <extra_id_0>,5,2
"[['tractor', 'has context', '<extra_id_0>']]",uk,summarize: tractor has context <extra_id_0>,5,2
"[['magnetic inclination', 'is a synonym of', '<extra_id_0>']]",dip,summarize: magnetic inclination is a synonym of <extra_id_0>,11,5
"[['crowd', 'is an antonym of', '<extra_id_0>']]",lone,summarize: crowd is an antonym of <extra_id_0>,9,6
"[['national security agency', 'is a part of', '<extra_id_0>']]",department of defense,summarize: national security agency is a part of <extra_id_0>,10,5
"[['mine', 'is distinct from', '<extra_id_0>']]",ours,summarize: mine is distinct from <extra_id_0>,6,3
"[['possess', 'is an antonym of', '<extra_id_0>']]",give away,summarize: possess is an antonym of <extra_id_0>,9,6
"[['thick', 'is distinct from', '<extra_id_0>']]",smart,summarize: thick is distinct from <extra_id_0>,6,3
"[['traveling', 'has prerequisite', '<extra_id_0>']]",hostility,summarize: traveling has prerequisite <extra_id_0>,5,2
"[['gram', 'is a form of', '<extra_id_0>']]",graham,summarize: gram is a form of <extra_id_0>,9,5
"[['take medicine', 'is motivated by', '<extra_id_0>']]",get well,summarize: take medicine is motivated by <extra_id_0>,7,3
"[['very low frequency', 'is a part of', '<extra_id_0>']]",electromagnetic spectrum,summarize: very low frequency is a part of <extra_id_0>,10,5
"[['shemale', 'has context', '<extra_id_0>']]",offensive,summarize: shemale has context <extra_id_0>,6,2
"[['buy products', 'is motivated by', '<extra_id_0>']]",resell,summarize: buy products is motivated by <extra_id_0>,7,3
"[['get fit', 'is motivated by', '<extra_id_0>']]",attractive,summarize: get fit is motivated by <extra_id_0>,7,3
"[['skiing', 'has prerequisite', '<extra_id_0>']]",skis,summarize: skiing has prerequisite <extra_id_0>,5,2
"[['injury', 'causes desire', '<extra_id_0>']]",go into coma,summarize: injury causes desire <extra_id_0>,5,2
"[['getting job', 'causes', '<extra_id_0>']]",salary,summarize: getting job causes <extra_id_0>,5,1
"[['usual', 'is distinct from', '<extra_id_0>']]",weird,summarize: usual is distinct from <extra_id_0>,6,3
"[['aura', 'is a synonym of', '<extra_id_0>']]",mood,summarize: aura is a synonym of <extra_id_0>,8,5
"[['rise', 'is an antonym of', '<extra_id_0>']]",reduce,summarize: rise is an antonym of <extra_id_0>,9,6
"[['limitless', 'is in', '<extra_id_0>']]",universe,summarize: limitless is in <extra_id_0>,6,2
"[['lower california', 'is a part of', '<extra_id_0>']]",mexico,summarize: lower california is a part of <extra_id_0>,14,5
"[['plastic', 'is', '<extra_id_0>']]",clear,summarize: plastic is <extra_id_0>,4,1
"[['help', 'is an antonym of', '<extra_id_0>']]",hinder,summarize: help is an antonym of <extra_id_0>,9,6
"[['conquer nation', 'is motivated by', '<extra_id_0>']]",rule,summarize: conquer nation is motivated by <extra_id_0>,7,3
"[['pot', 'is used for', '<extra_id_0>']]",stirring,summarize: pot is used for <extra_id_0>,6,3
"[['yogurt', 'is capable of', '<extra_id_0>']]",go bad,summarize: yogurt is capable of <extra_id_0>,6,3
"[['spy wednesday', 'has context', '<extra_id_0>']]",ireland,summarize: spy wednesday has context <extra_id_0>,9,2
"[['devilishly', 'is a synonym of', '<extra_id_0>']]",diabolically,summarize: devilishly is a synonym of <extra_id_0>,11,5
"[['sudovian', 'has context', '<extra_id_0>']]",historical,summarize: sudovian has context <extra_id_0>,7,2
"[['spirited', 'is a synonym of', '<extra_id_0>']]",perky,summarize: spirited is a synonym of <extra_id_0>,9,5
"[['beta', 'has context', '<extra_id_0>']]",finance,summarize: beta has context <extra_id_0>,5,2
"[['accommodations', 'is used for', '<extra_id_0>']]",comfort,summarize: accommodations is used for <extra_id_0>,6,3
"[['plumb', 'is a manner of', '<extra_id_0>']]",quantify,summarize: plumb is a manner of <extra_id_0>,9,5
"[['implosion', 'is a part of', '<extra_id_0>']]",stop consonant,summarize: implosion is a part of <extra_id_0>,10,5
"[['building blocks', 'is in', '<extra_id_0>']]",toy store,summarize: building blocks is in <extra_id_0>,6,2
"[['dress nice', 'is motivated by', '<extra_id_0>']]",stand out,summarize: dress nice is motivated by <extra_id_0>,7,3
"[['allocentric', 'is an antonym of', '<extra_id_0>']]",idiocentric,summarize: allocentric is an antonym of <extra_id_0>,11,6
"[['creating art', 'is used for', '<extra_id_0>']]",decoration,summarize: creating art is used for <extra_id_0>,7,3
"[['using computer', 'has subevent', '<extra_id_0>']]",copy and paste,summarize: using computer has subevent <extra_id_0>,8,4
"[['box', 'is distinct from', '<extra_id_0>']]",cylinder,summarize: box is distinct from <extra_id_0>,6,3
"[['seemly', 'is a synonym of', '<extra_id_0>']]",proper,summarize: seemly is a synonym of <extra_id_0>,9,5
"[['strict', 'is an antonym of', '<extra_id_0>']]",permissive,summarize: strict is an antonym of <extra_id_0>,9,6
"[['vegetable', 'has context', '<extra_id_0>']]",derogatory,summarize: vegetable has context <extra_id_0>,5,2
"[['free time', 'causes desire', '<extra_id_0>']]",go on internet,summarize: free time causes desire <extra_id_0>,6,2
"[['soak in hotspring', 'has prerequisite', '<extra_id_0>']]",dive in,summarize: soak in hotspring has prerequisite <extra_id_0>,8,2
"[['description', 'causes desire', '<extra_id_0>']]",analyse,summarize: description causes desire <extra_id_0>,5,2
"[['travesty', 'is a manner of', '<extra_id_0>']]",spoof,summarize: travesty is a manner of <extra_id_0>,11,5
"[['car', 'is', '<extra_id_0>']]",opaque,summarize: car is <extra_id_0>,4,1
"[['loathing', 'is a form of', '<extra_id_0>']]",loathe,summarize: loathing is a form of <extra_id_0>,10,5
"[['uredo', 'has context', '<extra_id_0>']]",medicine,summarize: uredo has context <extra_id_0>,8,2
"[['battleship', 'is distinct from', '<extra_id_0>']]",patrol boat,summarize: battleship is distinct from <extra_id_0>,7,3
"[['horizontal tail', 'is a part of', '<extra_id_0>']]",tail,summarize: horizontal tail is a part of <extra_id_0>,9,5
"[['hang out', 'is a manner of', '<extra_id_0>']]",frequent,summarize: hang out is a manner of <extra_id_0>,9,5
"[['taking test', 'causes desire', '<extra_id_0>']]",answer questions,summarize: taking test causes desire <extra_id_0>,6,2
"[['badly off', 'is an antonym of', '<extra_id_0>']]",rich,summarize: badly off is an antonym of <extra_id_0>,10,6
"[['follow', 'is a synonym of', '<extra_id_0>']]",keep up,summarize: follow is a synonym of <extra_id_0>,8,5
"[['sunny day', 'causes desire', '<extra_id_0>']]",go to zoo,summarize: sunny day causes desire <extra_id_0>,6,2
"[['attend rock concert', 'has subevent', '<extra_id_0>']]",have good time,summarize: attend rock concert has subevent <extra_id_0>,9,4
"[['being fat', 'causes desire', '<extra_id_0>']]",get in shape,summarize: being fat causes desire <extra_id_0>,6,2
"[['human', 'is in', '<extra_id_0>']]",swimming pool,summarize: human is in <extra_id_0>,5,2
"[['contemn', 'is a manner of', '<extra_id_0>']]",hate,summarize: contemn is a manner of <extra_id_0>,10,5
"[['hum', 'is a manner of', '<extra_id_0>']]",make noise,summarize: hum is a manner of <extra_id_0>,9,5
"[['endocrinology', 'has context', '<extra_id_0>']]",physiology,summarize: endocrinology has context <extra_id_0>,9,2
"[['distinctions', 'is a form of', '<extra_id_0>']]",distinction,summarize: distinctions is a form of <extra_id_0>,9,5
"[['name', 'is used for', '<extra_id_0>']]",labelling,summarize: name is used for <extra_id_0>,6,3
"[['dentures', 'is in', '<extra_id_0>']]",mouth,summarize: dentures is in <extra_id_0>,6,2
"[['balk', 'is a', '<extra_id_0>']]",pitch,summarize: balk is a <extra_id_0>,7,3
"[['trader', 'is a', '<extra_id_0>']]",office worker,summarize: trader is a <extra_id_0>,7,3
"[['understand better', 'has subevent', '<extra_id_0>']]",aha,summarize: understand better has subevent <extra_id_0>,8,4
"[['buildings', 'is', '<extra_id_0>']]",huge,summarize: buildings is <extra_id_0>,4,1
"[['zygotal', 'has context', '<extra_id_0>']]",embryology,summarize: zygotal has context <extra_id_0>,8,2
"[['waking up in morning', 'has subevent', '<extra_id_0>']]",drink coffee,summarize: waking up in morning has subevent <extra_id_0>,11,4
"[['tommyrot', 'is a synonym of', '<extra_id_0>']]",baloney,summarize: tommyrot is a synonym of <extra_id_0>,11,5
"[['teenagers', 'is capable of', '<extra_id_0>']]",wash car,summarize: teenagers is capable of <extra_id_0>,7,3
"[['candlestick', 'is used for', '<extra_id_0>']]",hold candle,summarize: candlestick is used for <extra_id_0>,7,3
"[['calm', 'is distinct from', '<extra_id_0>']]",frenzied,summarize: calm is distinct from <extra_id_0>,6,3
"[['fiddlestick', 'is a part of', '<extra_id_0>']]",violin,summarize: fiddlestick is a part of <extra_id_0>,10,5
"[['labourer', 'is a synonym of', '<extra_id_0>']]",worker,summarize: labourer is a synonym of <extra_id_0>,9,5
"[['ribose', 'is a', '<extra_id_0>']]",pentose molecule,summarize: ribose is a <extra_id_0>,10,3
"[['all', 'is distinct from', '<extra_id_0>']]",tide,summarize: all is distinct from <extra_id_0>,6,3
"[['diamonds', 'is', '<extra_id_0>']]",clear,summarize: diamonds is <extra_id_0>,5,1
"[['disgruntled', 'is a form of', '<extra_id_0>']]",disgruntle,summarize: disgruntled is a form of <extra_id_0>,12,5
"[['muckety muck', 'is a synonym of', '<extra_id_0>']]",big cheese,summarize: muckety muck is a synonym of <extra_id_0>,14,5
"[['liquids', 'is used for', '<extra_id_0>']]",drinking,summarize: liquids is used for <extra_id_0>,7,3
"[['buy products', 'is motivated by', '<extra_id_0>']]",in fashion,summarize: buy products is motivated by <extra_id_0>,7,3
"[['rule', 'is a part of', '<extra_id_0>']]",book,summarize: rule is a part of <extra_id_0>,8,5
"[['human body', 'is', '<extra_id_0>']]",soft,summarize: human body is <extra_id_0>,5,1
"[['small dog', 'is in', '<extra_id_0>']]",cage,summarize: small dog is in <extra_id_0>,6,2
"[['rat', 'is capable of', '<extra_id_0>']]",pet,summarize: rat is capable of <extra_id_0>,7,3
"[['drug', 'is', '<extra_id_0>']]",useful,summarize: drug is <extra_id_0>,4,1
"[['have', 'is an antonym of', '<extra_id_0>']]",not,summarize: have is an antonym of <extra_id_0>,9,6
"[['snafu', 'has context', '<extra_id_0>']]",euphemism,summarize: snafu has context <extra_id_0>,10,2
"[['z boson', 'has context', '<extra_id_0>']]",particle,summarize: z boson has context <extra_id_0>,8,2
"[['see band', 'has prerequisite', '<extra_id_0>']]",go out,summarize: see band has prerequisite <extra_id_0>,6,2
"[['nonbeliever', 'is a synonym of', '<extra_id_0>']]",disbeliever,summarize: nonbeliever is a synonym of <extra_id_0>,10,5
"[['tap', 'has context', '<extra_id_0>']]",software,summarize: tap has context <extra_id_0>,5,2
"[['billiards', 'has context', '<extra_id_0>']]",games,summarize: billiards has context <extra_id_0>,8,2
"[['tread', 'is an antonym of', '<extra_id_0>']]",riser,summarize: tread is an antonym of <extra_id_0>,9,6
"[['drilling hole', 'causes', '<extra_id_0>']]",sawdust,summarize: drilling hole causes <extra_id_0>,5,1
"[['dat', 'has context', '<extra_id_0>']]",aave,summarize: dat has context <extra_id_0>,5,2
"[['ddos', 'is a form of', '<extra_id_0>']]",ddo,summarize: ddos is a form of <extra_id_0>,12,5
"[['reckon', 'is a synonym of', '<extra_id_0>']]",enumerate,summarize: reckon is a synonym of <extra_id_0>,8,5
"[['gallivant', 'is a manner of', '<extra_id_0>']]",roll,summarize: gallivant is a manner of <extra_id_0>,10,5
"[['playing sport', 'has prerequisite', '<extra_id_0>']]",stamina,summarize: playing sport has prerequisite <extra_id_0>,6,2
"[['pokie machine', 'has context', '<extra_id_0>']]",australia,summarize: pokie machine has context <extra_id_0>,7,2
"[['contemplate', 'is motivated by', '<extra_id_0>']]",answer,summarize: contemplate is motivated by <extra_id_0>,7,3
"[['raspberry', 'is distinct from', '<extra_id_0>']]",black,summarize: raspberry is distinct from <extra_id_0>,6,3
"[['florentine', 'has context', '<extra_id_0>']]",culinary,summarize: florentine has context <extra_id_0>,7,2
"[['apple pie', 'is in', '<extra_id_0>']]",oven,summarize: apple pie is in <extra_id_0>,6,2
"[['almost', 'is an antonym of', '<extra_id_0>']]",exact,summarize: almost is an antonym of <extra_id_0>,9,6
"[['everyone else', 'is', '<extra_id_0>']]",wrong,summarize: everyone else is <extra_id_0>,5,1
"[['writing story', 'is used for', '<extra_id_0>']]",publishing,summarize: writing story is used for <extra_id_0>,7,3
"[['parasite', 'is an antonym of', '<extra_id_0>']]",mutualism,summarize: parasite is an antonym of <extra_id_0>,10,6
"[['go to sporting event', 'has prerequisite', '<extra_id_0>']]",sports fan,summarize: go to sporting event has prerequisite <extra_id_0>,8,2
"[['obligated', 'has context', '<extra_id_0>']]",north america,summarize: obligated has context <extra_id_0>,7,2
"[['money', 'causes desire', '<extra_id_0>']]",take care of proposals,summarize: money causes desire <extra_id_0>,5,2
"[['buying', 'causes', '<extra_id_0>']]",ownership,summarize: buying causes <extra_id_0>,4,1
"[['learning', 'causes', '<extra_id_0>']]",headaches,summarize: learning causes <extra_id_0>,4,1
"[['express yourself', 'is motivated by', '<extra_id_0>']]",understood,summarize: express yourself is motivated by <extra_id_0>,7,3
"[['penalty box', 'is a part of', '<extra_id_0>']]",ice hockey rink,summarize: penalty box is a part of <extra_id_0>,9,5
"[['striking match', 'has subevent', '<extra_id_0>']]",start fire,summarize: striking match has subevent <extra_id_0>,8,4
"[['agreeing with', 'is a form of', '<extra_id_0>']]",agree with,summarize: agreeing with is a form of <extra_id_0>,10,5
"[['indent', 'has context', '<extra_id_0>']]",military,summarize: indent has context <extra_id_0>,7,2
"[['dead grass', 'is', '<extra_id_0>']]",brown,summarize: dead grass is <extra_id_0>,5,1
"[['night sky', 'causes desire', '<extra_id_0>']]",look through telescope,summarize: night sky causes desire <extra_id_0>,6,2
"[['tearoom', 'is used for', '<extra_id_0>']]",social interaction,summarize: tearoom is used for <extra_id_0>,7,3
"[['septenary', 'has context', '<extra_id_0>']]",music,summarize: septenary has context <extra_id_0>,7,2
"[['forget', 'is distinct from', '<extra_id_0>']]",reminding,summarize: forget is distinct from <extra_id_0>,6,3
